Video ID,Title,Channel,Channel ID,Subscribers,Views,Likes,Comments,Thumbnail
Gq1OWON15co,"Meditación - Santiago 4, vr.1 al 10, 29 septiembre 2020, Hna. María Luisa Piraquive, IDMJI.",Iglesia de Dios Ministerial de Jesucristo Internacional,UCUjJIBhmuntlbobKGgDcxAA,829000,608705,0,0,https://i.ytimg.com/vi/Gq1OWON15co/default.jpg
CkAOFDuxB38,Meditación guiada para dormir | Sueño profundo y reparador en solo unos minutos,Jorge Benito,UCu1C0mYQjWPFNmmMXJ40X7A,1010000,7709312,73431,1650,https://i.ytimg.com/vi/CkAOFDuxB38/default.jpg
yTQ7DxSgJ2s,"Meditación: Como humillarnos ante Dios, Hno. Andrés Carrillo, 31 agosto 2020, IDMJI",Iglesia de Dios Ministerial de Jesucristo Internacional,UCUjJIBhmuntlbobKGgDcxAA,829000,924132,0,0,https://i.ytimg.com/vi/yTQ7DxSgJ2s/default.jpg
22i6SofLVRY,Música Zen para Meditar | Equilibrio y Paz Mental | La Mejor Música de Relajación y Meditación,Musicoterapia ,UCf4iMeUCDs0NFkJI03aJSbQ,4890000,13278324,117219,4164,https://i.ytimg.com/vi/22i6SofLVRY/default.jpg
JkUmFuCOqFA,"Meditación: Mateo 4 vr. 1 al 11, Hna. María Luisa Piraquive, 18 agosto 2020, IDMJI",Iglesia de Dios Ministerial de Jesucristo Internacional,UCUjJIBhmuntlbobKGgDcxAA,829000,336782,0,0,https://i.ytimg.com/vi/JkUmFuCOqFA/default.jpg
JEeK9cBXNjs,"Meditación: Invócame en el día de la angustia, 28 de septiembre de 2020, Hno. Álvaro Herrera, IDMJI",Iglesia de Dios Ministerial de Jesucristo Internacional,UCUjJIBhmuntlbobKGgDcxAA,829000,562594,0,0,https://i.ytimg.com/vi/JEeK9cBXNjs/default.jpg
NoxNZ5ilqSM,Meditación: Cómo ganar el bien de Jehová - 21 de septiembre de 2020 - Hno. Andrés Carrillo - IDMJI,Iglesia de Dios Ministerial de Jesucristo Internacional,UCUjJIBhmuntlbobKGgDcxAA,829000,565703,0,0,https://i.ytimg.com/vi/NoxNZ5ilqSM/default.jpg
m4oB2PpwQxQ,"Meditación: 2 Juan vr.1 al 11, Hna. María Luisa Piraquive, 15 septiembre 2020, IDMJI",Iglesia de Dios Ministerial de Jesucristo Internacional,UCUjJIBhmuntlbobKGgDcxAA,829000,417084,0,0,https://i.ytimg.com/vi/m4oB2PpwQxQ/default.jpg
IQL8ckdo9vU,"Meditación: Santiago 1 vr. 2 al 11, Hna. María Luisa Piraquive, 08 septiembre 2020, IDMJI",Iglesia de Dios Ministerial de Jesucristo Internacional,UCUjJIBhmuntlbobKGgDcxAA,829000,365733,0,0,https://i.ytimg.com/vi/IQL8ckdo9vU/default.jpg
u9jn9mA7o-s,"Meditación, El anticristo, 22 septiembre 2020, Hna. María Luisa Piraquive, IDMJI",Iglesia de Dios Ministerial de Jesucristo Internacional,UCUjJIBhmuntlbobKGgDcxAA,829000,313699,0,0,https://i.ytimg.com/vi/u9jn9mA7o-s/default.jpg
ZWVZTDgIniI,"Meditación guiada para empezar el día con gratitud, optimismo y energía positiva | Jorge Benito",Jorge Benito,UCu1C0mYQjWPFNmmMXJ40X7A,1010000,4228675,98238,3581,https://i.ytimg.com/vi/ZWVZTDgIniI/default.jpg
7YGPflxJlKo,"Meditación: Santiago 1, versos 12 al 18, 1 de septiembre de 2020, Hna. María Luisa Piraquive - IDMJI",Iglesia de Dios Ministerial de Jesucristo Internacional,UCUjJIBhmuntlbobKGgDcxAA,829000,432452,0,0,https://i.ytimg.com/vi/7YGPflxJlKo/default.jpg
pi9uA0GvVyo,"Meditación: Juan capítulo 17, Hna. María Luisa Piraquive, 11 de agosto de 2020, IDMJI",Iglesia de Dios Ministerial de Jesucristo Internacional,UCUjJIBhmuntlbobKGgDcxAA,829000,442415,0,0,https://i.ytimg.com/vi/pi9uA0GvVyo/default.jpg
IPuQ7tqacnI,"Meditación: Ni angustiados, ni desesperados, ni desamparados, ni destruidos - 27 Julio - IDMJI",Iglesia de Dios Ministerial de Jesucristo Internacional,UCUjJIBhmuntlbobKGgDcxAA,829000,711479,0,0,https://i.ytimg.com/vi/IPuQ7tqacnI/default.jpg
0Y20a9mEsSQ,"Meditación: Solamente esfuérzate y sé muy valiente - 6 de julio de 2020, Hno. Álvaro Herrera - IDMJI",Iglesia de Dios Ministerial de Jesucristo Internacional,UCUjJIBhmuntlbobKGgDcxAA,829000,632900,0,0,https://i.ytimg.com/vi/0Y20a9mEsSQ/default.jpg
WF4INM_gt_Y,"Meditación: Mateo 12 vr. 38 al 45, Hna. María Luisa Piraquive, 28 de julio de 2020, IDMJI",Iglesia de Dios Ministerial de Jesucristo Internacional,UCUjJIBhmuntlbobKGgDcxAA,829000,371238,0,0,https://i.ytimg.com/vi/WF4INM_gt_Y/default.jpg
4lZpK3_RPf0,Meditación Guiada Mindfulness: Suelta las exigencias. Céntrate en Ti | Mindful Science.,Mindful Science,UCvZKEunQgNxg6iJh62YGcdQ,1420000,390797,14042,725,https://i.ytimg.com/vi/4lZpK3_RPf0/default.jpg
VE-kYPrcrZI,"Meditación: Job, Un modelo que Dios dejó para nosotros - 17 de agosto de 2020, Hno. Álvaro Herrera",Iglesia de Dios Ministerial de Jesucristo Internacional,UCUjJIBhmuntlbobKGgDcxAA,829000,418447,0,0,https://i.ytimg.com/vi/VE-kYPrcrZI/default.jpg
4mSwSMO8cEQ,"Meditación guiada para la NOCHE | Calma tu mente, relaja tu cuerpo y elimina el estrés",Jorge Benito,UCu1C0mYQjWPFNmmMXJ40X7A,1010000,2473928,42770,1032,https://i.ytimg.com/vi/4mSwSMO8cEQ/default.jpg
T3ysepzDn2A,Meditación Guiada: Mindfulness para terminar tu día | Mindful Science,Mindful Science,UCvZKEunQgNxg6iJh62YGcdQ,1420000,1989435,45293,1425,https://i.ytimg.com/vi/T3ysepzDn2A/default.jpg
RvA2s9mOKEw,Meditación Guiada: Meditación de la mañana| Mindful Science🌞,Mindful Science,UCvZKEunQgNxg6iJh62YGcdQ,1420000,2419432,65692,2238,https://i.ytimg.com/vi/RvA2s9mOKEw/default.jpg
zY9FPNd2NhA,"Meditación: Cuando confiamos en Dios, Él actúa. - Hno. Andres Carrillo, 10 de agosto de 2020, IDMJI",Iglesia de Dios Ministerial de Jesucristo Internacional,UCUjJIBhmuntlbobKGgDcxAA,829000,1187568,0,0,https://i.ytimg.com/vi/zY9FPNd2NhA/default.jpg
j44FStmabog,Meditación para Dormir Sanación Profunda: Perdónate y Abraza lo que Eres,Meditación3,UCmuESTgut4_eKeWtCpV4Ppw,1360000,1431868,22179,417,https://i.ytimg.com/vi/j44FStmabog/default.jpg
V_ATGaYnF5s,La meditación: la solución definitiva a todos tus problemas,Adrià Solà Pastor,UCvzk_MwdXD6jQa4Se-6B9ZQ,1270000,65477,5513,92,https://i.ytimg.com/vi/V_ATGaYnF5s/default.jpg
