Video ID,Title,Channel,Channel ID,Subscribers,Views,Likes,Comments,Thumbnail
jItvR_X3NME,MEDITACIÓN GUIADA PARA RELAJAR LA MENTE | Elena Malova,MalovaElena,UCb-ODDTys9PeeSyreyh___w,3650000,873926,22851,897,https://i.ytimg.com/vi/jItvR_X3NME/default.jpg
ssss7V1_eyA,5 Minute Mindfulness Meditation,Great Meditation,UCN4vyryy6O4GlIXcXTIuZQQ,1240000,4773382,77200,1759,https://i.ytimg.com/vi/ssss7V1_eyA/default.jpg
x_xpnKD30Bc,"Meditación: La raíz de amargura es un estorbo, 29 de marzo de 2021, Hno. Andrés Carrillo",Iglesia de Dios Ministerial de Jesucristo Internacional,UCUjJIBhmuntlbobKGgDcxAA,829000,652172,0,0,https://i.ytimg.com/vi/x_xpnKD30Bc/default.jpg
cJMmmET5djo,"Meditación MIndfulness para Dormir: CUERPO, MENTE, EMOCIONES",Meditación3,UCmuESTgut4_eKeWtCpV4Ppw,1360000,2318274,25191,346,https://i.ytimg.com/vi/cJMmmET5djo/default.jpg
ns4SAuvMaRw,"Meditación: Mirad que no desecheís al que habla, 11 de enero de 2021, Hno Álvaro Herrera - IDMJI",Iglesia de Dios Ministerial de Jesucristo Internacional,UCUjJIBhmuntlbobKGgDcxAA,829000,365718,0,0,https://i.ytimg.com/vi/ns4SAuvMaRw/default.jpg
AZEwq76EvhQ,"Meditación: El Señor te concederá las peticiones de tu corazón, 15 marzo 2021, Hno. Álvaro Herrera",Iglesia de Dios Ministerial de Jesucristo Internacional,UCUjJIBhmuntlbobKGgDcxAA,829000,955981,0,0,https://i.ytimg.com/vi/AZEwq76EvhQ/default.jpg
WGEXY--yKjE,"Meditación: Preguntas y respuestas, 2 Tesalonicenses 2 vr 13 al 17, Hna. María Luisa Piraquive IDMJI",Iglesia de Dios Ministerial de Jesucristo Internacional,UCUjJIBhmuntlbobKGgDcxAA,829000,254487,0,0,https://i.ytimg.com/vi/WGEXY--yKjE/default.jpg
3LHwE3Ssxmo,Meditación para aumentar tu CONFIANZA y AUTOESTIMA | 15 minutos de meditación Gabriela Litschi,Gabriela Litschi,UCJ80RT5ob5mSJT8KRwqGW4g,394000,639306,18169,546,https://i.ytimg.com/vi/3LHwE3Ssxmo/default.jpg
odDZl6sqk2M,Meditación para Dormir: Equilibrar Chakras y Ley de Atracción,Meditación3,UCmuESTgut4_eKeWtCpV4Ppw,1360000,4154670,52976,761,https://i.ytimg.com/vi/odDZl6sqk2M/default.jpg
9dSk18hHYV0,"Meditación: No te desalientes, 25 enero 2021, Hno. Andrés Carrillo, IDMJI",Iglesia de Dios Ministerial de Jesucristo Internacional,UCUjJIBhmuntlbobKGgDcxAA,829000,814250,0,0,https://i.ytimg.com/vi/9dSk18hHYV0/default.jpg
eO3eYIPE0U4,MEDITACIÓN PARA SOLTAR EL CONTROL Y DEJAR IR | MalovaElena,MalovaElena,UCb-ODDTys9PeeSyreyh___w,3650000,440955,16455,1494,https://i.ytimg.com/vi/eO3eYIPE0U4/default.jpg
T_WpBSURQzY,"Meditación: Preguntas y respuestas, 1 Timoteo 3 vr. 14 - 16, 02 feb 2021, Hna. María Luisa Piraquive",Iglesia de Dios Ministerial de Jesucristo Internacional,UCUjJIBhmuntlbobKGgDcxAA,829000,656195,0,0,https://i.ytimg.com/vi/T_WpBSURQzY/default.jpg
HL1PlQ144Ek,Los Tipos de MEDITACIÓN - ¿Cuál es el Mejor para Ti?,La Píldora Mágica,UCsbq2Z-NUpT2xFV7o8HXEnA,901000,199423,18237,505,https://i.ytimg.com/vi/HL1PlQ144Ek/default.jpg
2j45HfUFHUs,"Meditación: Preguntas y respuestas, 1 Juan 1 vr. 5 al 10, Hna. María Luisa Piraquive,  09 feb 2021",Iglesia de Dios Ministerial de Jesucristo Internacional,UCUjJIBhmuntlbobKGgDcxAA,829000,401549,0,0,https://i.ytimg.com/vi/2j45HfUFHUs/default.jpg
hAPLuM1siyE,DUERME | Meditación guiada para dormir plácidamente en minutos (sueño profundo),Jorge Benito,UCu1C0mYQjWPFNmmMXJ40X7A,1010000,2240603,25915,490,https://i.ytimg.com/vi/hAPLuM1siyE/default.jpg
rbilAWnnnJc,MEDITACIÓN GUIADA para sanar Emociones 💔 (15 minutos),Minimalistamente,UCs1p_zrf835mg2TAKEawrxw,572000,812637,18983,439,https://i.ytimg.com/vi/rbilAWnnnJc/default.jpg
x7USBgrNrb0,MEDITACIÓN GUIADA PARA SANAR TUS EMOCIONES| MINDFULNESS | MINDFUL SCIENCE,Mindful Science,UCvZKEunQgNxg6iJh62YGcdQ,1420000,289877,13795,1044,https://i.ytimg.com/vi/x7USBgrNrb0/default.jpg
ja3QR9Djuuc,MEDITACIÓN AVANZADA Atención a la Respiración 30 minutos,Meditación3,UCmuESTgut4_eKeWtCpV4Ppw,1360000,324544,7645,277,https://i.ytimg.com/vi/ja3QR9Djuuc/default.jpg
